"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Age Band , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_009_01.pdf"
 
Cycle Year,Provider Name , Age Band,Number of Acceptances,
2006 ,"'H18 Hereford College of Arts' ","'19' ",30
2006 ,"'H18 Hereford College of Arts' ","'20' ",20
2006 ,"'H18 Hereford College of Arts' ","'21 and over' ",70
2006 ,"'H24 Heriot-Watt University, Edinburgh' ","'17 and under' ",35
2006 ,"'H24 Heriot-Watt University, Edinburgh' ","'18' ",770
2006 ,"'H24 Heriot-Watt University, Edinburgh' ","'19' ",160
2006 ,"'H24 Heriot-Watt University, Edinburgh' ","'20' ",85
2006 ,"'H24 Heriot-Watt University, Edinburgh' ","'21 and over' ",215
2006 ,"'H36 University of Hertfordshire' ","'17 and under' ",5
2006 ,"'H36 University of Hertfordshire' ","'18' ",2140
2006 ,"'H36 University of Hertfordshire' ","'19' ",955
2006 ,"'H36 University of Hertfordshire' ","'20' ",320
2006 ,"'H36 University of Hertfordshire' ","'21 and over' ",695
2006 ,"'H37 Hertford Regional College' ","'18' ",15
2006 ,"'H37 Hertford Regional College' ","'19' ",10
2006 ,"'H37 Hertford Regional College' ","'20' ",5
2006 ,"'H39 Highbury College' ","'18' ",5
2006 ,"'H39 Highbury College' ","'19' ",5
2006 ,"'H39 Highbury College' ","'21 and over' ",10
2006 ,"'H48 Heythrop College (University of London)' ","'18' ",65
2006 ,"'H48 Heythrop College (University of London)' ","'19' ",25
2006 ,"'H48 Heythrop College (University of London)' ","'20' ",10
2006 ,"'H48 Heythrop College (University of London)' ","'21 and over' ",30
2006 ,"'H49 University of the Highlands and Islands' ","'17 and under' ",15
2006 ,"'H49 University of the Highlands and Islands' ","'18' ",85
2006 ,"'H49 University of the Highlands and Islands' ","'19' ",25
2006 ,"'H49 University of the Highlands and Islands' ","'20' ",10
2006 ,"'H49 University of the Highlands and Islands' ","'21 and over' ",50
2006 ,"'H54 Hopwood Hall College' ","'18' ",15
2006 ,"'H54 Hopwood Hall College' ","'19' ",5
2006 ,"'H54 Hopwood Hall College' ","'20' ",5
2006 ,"'H54 Hopwood Hall College' ","'21 and over' ",5
2006 ,"'H60 The University of Huddersfield' ","'18' ",1720
2006 ,"'H60 The University of Huddersfield' ","'19' ",665
2006 ,"'H60 The University of Huddersfield' ","'20' ",275
2006 ,"'H60 The University of Huddersfield' ","'21 and over' ",920
2006 ,"'H72 The University of Hull' ","'17 and under' ",5
2006 ,"'H72 The University of Hull' ","'18' ",1865
2006 ,"'H72 The University of Hull' ","'19' ",405
2006 ,"'H72 The University of Hull' ","'20' ",165
2006 ,"'H72 The University of Hull' ","'21 and over' ",600
2006 ,"'H73 Hull College' ","'18' ",80
2006 ,"'H73 Hull College' ","'19' ",70
2006 ,"'H73 Hull College' ","'20' ",70
2006 ,"'H73 Hull College' ","'21 and over' ",140
2006 ,"'H75 Hull York Medical School' ","'18' ",80
2006 ,"'H75 Hull York Medical School' ","'19' ",15
2006 ,"'H75 Hull York Medical School' ","'20' ",5
2006 ,"'H75 Hull York Medical School' ","'21 and over' ",35
2006 ,"'I50 Imperial College London' ","'17 and under' ",40
2006 ,"'I50 Imperial College London' ","'18' ",1130
2006 ,"'I50 Imperial College London' ","'19' ",130
2006 ,"'I50 Imperial College London' ","'20' ",25
2006 ,"'I50 Imperial College London' ","'21 and over' ",30
2006 ,"'K12 Keele University' ","'18' ",1175
2006 ,"'K12 Keele University' ","'19' ",225
2006 ,"'K12 Keele University' ","'20' ",50
2006 ,"'K12 Keele University' ","'21 and over' ",195
2006 ,"'K24 The University of Kent' ","'17 and under' ",15
2006 ,"'K24 The University of Kent' ","'18' ",2085
2006 ,"'K24 The University of Kent' ","'19' ",495
2006 ,"'K24 The University of Kent' ","'20' ",165
2006 ,"'K24 The University of Kent' ","'21 and over' ",510
2006 ,"'K36 Kent Institute of Art and Design' ","'18' ",200
2006 ,"'K36 Kent Institute of Art and Design' ","'19' ",235
2006 ,"'K36 Kent Institute of Art and Design' ","'20' ",85
2006 ,"'K36 Kent Institute of Art and Design' ","'21 and over' ",125
2006 ,"'K60 King's College London (University of London)' ","'17 and under' ",35
2006 ,"'K60 King's College London (University of London)' ","'18' ",1620
2006 ,"'K60 King's College London (University of London)' ","'19' ",420
2006 ,"'K60 King's College London (University of London)' ","'20' ",110
2006 ,"'K60 King's College London (University of London)' ","'21 and over' ",410
2006 ,"'K84 Kingston University' ","'17 and under' ",15
2006 ,"'K84 Kingston University' ","'18' ",2085
2006 ,"'K84 Kingston University' ","'19' ",1285
2006 ,"'K84 Kingston University' ","'20' ",485
2006 ,"'K84 Kingston University' ","'21 and over' ",1285
2006 ,"'L07 The University of Wales, Lampeter' ","'17 and under' ",5
2006 ,"'L07 The University of Wales, Lampeter' ","'18' ",130
2006 ,"'L07 The University of Wales, Lampeter' ","'19' ",40
2006 ,"'L07 The University of Wales, Lampeter' ","'20' ",15
2006 ,"'L07 The University of Wales, Lampeter' ","'21 and over' ",80
2006 ,"'L14 Lancaster University' ","'17 and under' ",10
2006 ,"'L14 Lancaster University' ","'18' ",1950
2006 ,"'L14 Lancaster University' ","'19' ",205
2006 ,"'L14 Lancaster University' ","'20' ",35
2006 ,"'L14 Lancaster University' ","'21 and over' ",150
2006 ,"'L21 Leeds City College' ","'18' ",15
2006 ,"'L21 Leeds City College' ","'19' ",20
2006 ,"'L21 Leeds City College' ","'20' ",20
2006 ,"'L21 Leeds City College' ","'21 and over' ",75
2006 ,"'L23 University of Leeds' ","'17 and under' ",35
2006 ,"'L23 University of Leeds' ","'18' ",4655
2006 ,"'L23 University of Leeds' ","'19' ",885
2006 ,"'L23 University of Leeds' ","'20' ",200
2006 ,"'L23 University of Leeds' ","'21 and over' ",410
2006 ,"'L24 Leeds Trinity University' ","'18' ",440
2006 ,"'L24 Leeds Trinity University' ","'19' ",150
2006 ,"'L24 Leeds Trinity University' ","'20' ",40
2006 ,"'L24 Leeds Trinity University' ","'21 and over' ",95
2006 ,"'L27 Leeds Beckett University' ","'17 and under' ",5
2006 ,"'L27 Leeds Beckett University' ","'18' ",3170
2006 ,"'L27 Leeds Beckett University' ","'19' ",1155
2006 ,"'L27 Leeds Beckett University' ","'20' ",525
2006 ,"'L27 Leeds Beckett University' ","'21 and over' ",1015
2006 ,"'L28 Leeds College of Art' ","'18' ",105
2006 ,"'L28 Leeds College of Art' ","'19' ",180
2006 ,"'L28 Leeds College of Art' ","'20' ",45
2006 ,"'L28 Leeds College of Art' ","'21 and over' ",70
2006 ,"'L30 Leeds College of Music (UCAS)' ","'18' ",40
2006 ,"'L30 Leeds College of Music (UCAS)' ","'19' ",10
2006 ,"'L30 Leeds College of Music (UCAS)' ","'20' ",5
2006 ,"'L30 Leeds College of Music (UCAS)' ","'21 and over' ",15
2006 ,"'L34 University of Leicester' ","'17 and under' ",10
2006 ,"'L34 University of Leicester' ","'18' ",1440
2006 ,"'L34 University of Leicester' ","'19' ",245
2006 ,"'L34 University of Leicester' ","'20' ",55
2006 ,"'L34 University of Leicester' ","'21 and over' ",290
2006 ,"'L36 Leicester College' ","'18' ",10
2006 ,"'L36 Leicester College' ","'19' ",5
2006 ,"'L36 Leicester College' ","'20' ",10
2006 ,"'L36 Leicester College' ","'21 and over' ",15
2006 ,"'L39 University of Lincoln' ","'17 and under' ",5
2006 ,"'L39 University of Lincoln' ","'18' ",1715
2006 ,"'L39 University of Lincoln' ","'19' ",555
2006 ,"'L39 University of Lincoln' ","'20' ",205
2006 ,"'L39 University of Lincoln' ","'21 and over' ",575
2006 ,"'L41 The University of Liverpool' ","'17 and under' ",5
2006 ,"'L41 The University of Liverpool' ","'18' ",2725
2006 ,"'L41 The University of Liverpool' ","'19' ",470
2006 ,"'L41 The University of Liverpool' ","'20' ",135
2006 ,"'L41 The University of Liverpool' ","'21 and over' ",425
2006 ,"'L43 The City of Liverpool College' ","'18' ",15
2006 ,"'L43 The City of Liverpool College' ","'19' ",10
2006 ,"'L43 The City of Liverpool College' ","'20' ",10
2006 ,"'L43 The City of Liverpool College' ","'21 and over' ",60
2006 ,"'L46 Liverpool Hope University' ","'18' ",935
2006 ,"'L46 Liverpool Hope University' ","'19' ",285
2006 ,"'L46 Liverpool Hope University' ","'20' ",110
2006 ,"'L46 Liverpool Hope University' ","'21 and over' ",375
2006 ,"'L48 The Liverpool Institute for Performing Arts' ","'18' ",70
2006 ,"'L48 The Liverpool Institute for Performing Arts' ","'19' ",50
2006 ,"'L48 The Liverpool Institute for Performing Arts' ","'20' ",15
2006 ,"'L48 The Liverpool Institute for Performing Arts' ","'21 and over' ",20
2006 ,"'L51 Liverpool John Moores University (LJMU)' ","'17 and under' ",10
2006 ,"'L51 Liverpool John Moores University (LJMU)' ","'18' ",2815
2006 ,"'L51 Liverpool John Moores University (LJMU)' ","'19' ",935
2006 ,"'L51 Liverpool John Moores University (LJMU)' ","'20' ",410
2006 ,"'L51 Liverpool John Moores University (LJMU)' ","'21 and over' ",930
2006 ,"'L53 Coleg Llandrillo' ","'18' ",15
2006 ,"'L53 Coleg Llandrillo' ","'19' ",10
2006 ,"'L53 Coleg Llandrillo' ","'20' ",5
2006 ,"'L53 Coleg Llandrillo' ","'21 and over' ",40
2006 ,"'L68 London Metropolitan University' ","'17 and under' ",5
2006 ,"'L68 London Metropolitan University' ","'18' ",645
2006 ,"'L68 London Metropolitan University' ","'19' ",600
2006 ,"'L68 London Metropolitan University' ","'20' ",350
2006 ,"'L68 London Metropolitan University' ","'21 and over' ",1485
2006 ,"'L72 London School of Economics and Political Science (University of London)' ","'17 and under' ",10
2006 ,"'L72 London School of Economics and Political Science (University of London)' ","'18' ",470
2006 ,"'L72 London School of Economics and Political Science (University of London)' ","'19' ",85
2006 ,"'L72 London School of Economics and Political Science (University of London)' ","'20' ",25
2006 ,"'L72 London School of Economics and Political Science (University of London)' ","'21 and over' ",20
2006 ,"'L75 London South Bank University' ","'17 and under' ",5
2006 ,"'L75 London South Bank University' ","'18' ",495
2006 ,"'L75 London South Bank University' ","'19' ",425
2006 ,"'L75 London South Bank University' ","'20' ",280
2006 ,"'L75 London South Bank University' ","'21 and over' ",1270
2006 ,"'L77 Loughborough College' ","'18' ",75
2006 ,"'L77 Loughborough College' ","'19' ",45
2006 ,"'L77 Loughborough College' ","'20' ",35
2006 ,"'L77 Loughborough College' ","'21 and over' ",70
2006 ,"'L79 Loughborough University' ","'17 and under' ",20
2006 ,"'L79 Loughborough University' ","'18' ",2325
2006 ,"'L79 Loughborough University' ","'19' ",495
2006 ,"'L79 Loughborough University' ","'20' ",90
2006 ,"'L79 Loughborough University' ","'21 and over' ",95
2006 ,"'L82 Lowestoft College' ","'21 and over' ",5
2006 ,"'L93 University of Luton' ","'18' ",700
2006 ,"'L93 University of Luton' ","'19' ",350
2006 ,"'L93 University of Luton' ","'20' ",200
2006 ,"'L93 University of Luton' ","'21 and over' ",755
2006 ,"'M10 The Manchester College' ","'18' ",25
2006 ,"'M10 The Manchester College' ","'19' ",25
2006 ,"'M10 The Manchester College' ","'20' ",10
2006 ,"'M10 The Manchester College' ","'21 and over' ",95
2006 ,"'M20 The University of Manchester' ","'17 and under' ",40
2006 ,"'M20 The University of Manchester' ","'18' ",4535
2006 ,"'M20 The University of Manchester' ","'19' ",660
2006 ,"'M20 The University of Manchester' ","'20' ",160
2006 ,"'M20 The University of Manchester' ","'21 and over' ",460
2006 ,"'M40 The Manchester Metropolitan University' ","'17 and under' ",15
2006 ,"'M40 The Manchester Metropolitan University' ","'18' ",3905
2006 ,"'M40 The Manchester Metropolitan University' ","'19' ",1685
2006 ,"'M40 The Manchester Metropolitan University' ","'20' ",670
2006 ,"'M40 The Manchester Metropolitan University' ","'21 and over' ",1290
2006 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'18' ",350
2006 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'19' ",115
2006 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'20' ",60
2006 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'21 and over' ",200
2006 ,"'M62 Medway School of Pharmacy' ","'18' ",10
2006 ,"'M62 Medway School of Pharmacy' ","'19' ",10
2006 ,"'M62 Medway School of Pharmacy' ","'20' ",5
2006 ,"'M62 Medway School of Pharmacy' ","'21 and over' ",50
2006 ,"'M80 Middlesex University' ","'18' ",865
2006 ,"'M80 Middlesex University' ","'19' ",695
2006 ,"'M80 Middlesex University' ","'20' ",310
2006 ,"'M80 Middlesex University' ","'21 and over' ",710
2006 ,"'M95 Mountview Academy of Theatre Arts' ","'18' ",45
2006 ,"'M95 Mountview Academy of Theatre Arts' ","'19' ",20
2006 ,"'M95 Mountview Academy of Theatre Arts' ","'20' ",10
2006 ,"'M95 Mountview Academy of Theatre Arts' ","'21 and over' ",25
2006 ,"'M99 Myerscough College' ","'18' ",110
2006 ,"'M99 Myerscough College' ","'19' ",60
2006 ,"'M99 Myerscough College' ","'20' ",35
2006 ,"'M99 Myerscough College' ","'21 and over' ",70
2006 ,"'N07 Napier University, Edinburgh' ","'17 and under' ",35
2006 ,"'N07 Napier University, Edinburgh' ","'18' ",640
2006 ,"'N07 Napier University, Edinburgh' ","'19' ",255
2006 ,"'N07 Napier University, Edinburgh' ","'20' ",225
2006 ,"'N07 Napier University, Edinburgh' ","'21 and over' ",815
2006 ,"'N13 NPTC Group' ","'18' ",45
2006 ,"'N13 NPTC Group' ","'19' ",25
2006 ,"'N13 NPTC Group' ","'20' ",10
2006 ,"'N13 NPTC Group' ","'21 and over' ",55
2006 ,"'N21 Newcastle University' ","'17 and under' ",15
2006 ,"'N21 Newcastle University' ","'18' ",3045
2006 ,"'N21 Newcastle University' ","'19' ",525
2006 ,"'N21 Newcastle University' ","'20' ",100
2006 ,"'N21 Newcastle University' ","'21 and over' ",295
2006 ,"'N23 Newcastle College' ","'17 and under' ",5
2006 ,"'N23 Newcastle College' ","'18' ",345
2006 ,"'N23 Newcastle College' ","'19' ",275
2006 ,"'N23 Newcastle College' ","'20' ",140
2006 ,"'N23 Newcastle College' ","'21 and over' ",325
2006 ,"'N28 New College Durham' ","'18' ",65
2006 ,"'N28 New College Durham' ","'19' ",15
2006 ,"'N28 New College Durham' ","'20' ",15
2006 ,"'N28 New College Durham' ","'21 and over' ",115
2006 ,"'N30 New College Nottingham' ","'18' ",85
2006 ,"'N30 New College Nottingham' ","'19' ",50
2006 ,"'N30 New College Nottingham' ","'20' ",30
2006 ,"'N30 New College Nottingham' ","'21 and over' ",125
2006 ,"'N36 Newman University, Birmingham' ","'18' ",290
2006 ,"'N36 Newman University, Birmingham' ","'19' ",100
2006 ,"'N36 Newman University, Birmingham' ","'20' ",50
2006 ,"'N36 Newman University, Birmingham' ","'21 and over' ",150
2006 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'18' ",395
2006 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'19' ",270
2006 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'20' ",105
2006 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'21 and over' ",400
2006 ,"'N38 University of Northampton' ","'18' ",795
2006 ,"'N38 University of Northampton' ","'19' ",400
2006 ,"'N38 University of Northampton' ","'20' ",155
2006 ,"'N38 University of Northampton' ","'21 and over' ",495
2006 ,"'N39 Norwich University Of The Arts' ","'18' ",115
2006 ,"'N39 Norwich University Of The Arts' ","'19' ",130
2006 ,"'N39 Norwich University Of The Arts' ","'20' ",55
2006 ,"'N39 Norwich University Of The Arts' ","'21 and over' ",90
2006 ,"'N41 Northbrook College Sussex' ","'18' ",40
2006 ,"'N41 Northbrook College Sussex' ","'19' ",30
2006 ,"'N41 Northbrook College Sussex' ","'20' ",10
2006 ,"'N41 Northbrook College Sussex' ","'21 and over' ",40
2006 ,"'N49 NESCOT, Surrey' ","'18' ",5
2006 ,"'N49 NESCOT, Surrey' ","'19' ",10
2006 ,"'N49 NESCOT, Surrey' ","'20' ",5
2006 ,"'N49 NESCOT, Surrey' ","'21 and over' ",30
2006 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'18' ",155
2006 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'19' ",50
2006 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'20' ",35
2006 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'21 and over' ",105
2006 ,"'N58 North East Worcestershire College' ","'18' ",35
2006 ,"'N58 North East Worcestershire College' ","'19' ",20
2006 ,"'N58 North East Worcestershire College' ","'20' ",15
2006 ,"'N58 North East Worcestershire College' ","'21 and over' ",45
2006 ,"'N64 North Lindsey College' ","'18' ",25
2006 ,"'N64 North Lindsey College' ","'19' ",10
2006 ,"'N64 North Lindsey College' ","'20' ",10
2006 ,"'N64 North Lindsey College' ","'21 and over' ",70
2006 ,"'N77 Northumbria University' ","'17 and under' ",5
2006 ,"'N77 Northumbria University' ","'18' ",2640
2006 ,"'N77 Northumbria University' ","'19' ",700
2006 ,"'N77 Northumbria University' ","'20' ",280
2006 ,"'N77 Northumbria University' ","'21 and over' ",830
2006 ,"'N79 North Warwickshire and Hinckley College' ","'18' ",20
2006 ,"'N79 North Warwickshire and Hinckley College' ","'19' ",20
2006 ,"'N79 North Warwickshire and Hinckley College' ","'21 and over' ",10
2006 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'18' ",45
2006 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'19' ",20
2006 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'20' ",15
2006 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'21 and over' ",70
2006 ,"'N84 The University of Nottingham' ","'17 and under' ",40
2006 ,"'N84 The University of Nottingham' ","'18' ",3725
2006 ,"'N84 The University of Nottingham' ","'19' ",540
2006 ,"'N84 The University of Nottingham' ","'20' ",115
2006 ,"'N84 The University of Nottingham' ","'21 and over' ",395
2006 ,"'N91 Nottingham Trent University' ","'17 and under' ",5
2006 ,"'N91 Nottingham Trent University' ","'18' ",2510
2006 ,"'N91 Nottingham Trent University' ","'19' ",1085
2006 ,"'N91 Nottingham Trent University' ","'20' ",310
2006 ,"'N91 Nottingham Trent University' ","'21 and over' ",660
2006 ,"'O25 Activate Learning (Oxford, Reading, Banbury & Bicester)' ","'18' ",5
2006 ,"'O33 Oxford University' ","'17 and under' ",60
2006 ,"'O33 Oxford University' ","'18' ",2345
2006 ,"'O33 Oxford University' ","'19' ",280
2006 ,"'O33 Oxford University' ","'20' ",25
2006 ,"'O33 Oxford University' ","'21 and over' ",65
2006 ,"'O66 Oxford Brookes University' ","'17 and under' ",15
2006 ,"'O66 Oxford Brookes University' ","'18' ",1380
2006 ,"'O66 Oxford Brookes University' ","'19' ",490
2006 ,"'O66 Oxford Brookes University' ","'20' ",185
2006 ,"'O66 Oxford Brookes University' ","'21 and over' ",670
2006 ,"'P20 University of Paisley' ","'17 and under' ",30
2006 ,"'P20 University of Paisley' ","'18' ",520
2006 ,"'P20 University of Paisley' ","'19' ",185
2006 ,"'P20 University of Paisley' ","'20' ",260
2006 ,"'P20 University of Paisley' ","'21 and over' ",775
2006 ,"'P35 Pembrokeshire College' ","'18' ",10
2006 ,"'P35 Pembrokeshire College' ","'19' ",15
2006 ,"'P35 Pembrokeshire College' ","'20' ",5
2006 ,"'P35 Pembrokeshire College' ","'21 and over' ",25
2006 ,"'P37 Peninsula College of Medicine & Dentistry' ","'18' ",75
2006 ,"'P37 Peninsula College of Medicine & Dentistry' ","'19' ",70
2006 ,"'P37 Peninsula College of Medicine & Dentistry' ","'20' ",20
2006 ,"'P37 Peninsula College of Medicine & Dentistry' ","'21 and over' ",25
2006 ,"'P40 The People's College Nottingham' ","'18' ",20
