"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Apply Centre Type , Cycle Year"
"Coverage:   Applications through the main scheme, UK domiciled and 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_030_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Apply Centre Type,Number of Applications,
2007 ,"'HH - Combinations within Engineering' ","'Grammar' ",175
2007 ,"'HH - Combinations within Engineering' ","'Independent' ",240
2007 ,"'HH - Combinations within Engineering' ","'Sixth form college' ",250
2007 ,"'HH - Combinations within Engineering' ","'State' ",865
2007 ,"'HH - Combinations within Engineering' ","'Other' ",100
2007 ,"'I1 - Computer Science' ","'Academy' ",6265
2007 ,"'I1 - Computer Science' ","'Further education' ",6490
2007 ,"'I1 - Computer Science' ","'Grammar' ",1495
2007 ,"'I1 - Computer Science' ","'Independent' ",1445
2007 ,"'I1 - Computer Science' ","'Sixth form college' ",6525
2007 ,"'I1 - Computer Science' ","'State' ",9070
2007 ,"'I1 - Computer Science' ","'Other' ",2030
2007 ,"'I2 - Information Systems' ","'Academy' ",1565
2007 ,"'I2 - Information Systems' ","'Further education' ",1560
2007 ,"'I2 - Information Systems' ","'Grammar' ",240
2007 ,"'I2 - Information Systems' ","'Independent' ",280
2007 ,"'I2 - Information Systems' ","'Sixth form college' ",2160
2007 ,"'I2 - Information Systems' ","'State' ",2585
2007 ,"'I2 - Information Systems' ","'Other' ",500
2007 ,"'I3 - Software Engineering' ","'Academy' ",745
2007 ,"'I3 - Software Engineering' ","'Further education' ",930
2007 ,"'I3 - Software Engineering' ","'Grammar' ",80
2007 ,"'I3 - Software Engineering' ","'Independent' ",95
2007 ,"'I3 - Software Engineering' ","'Sixth form college' ",940
2007 ,"'I3 - Software Engineering' ","'State' ",1065
2007 ,"'I3 - Software Engineering' ","'Other' ",280
2007 ,"'I4 - Artificial Intelligence' ","'Academy' ",30
2007 ,"'I4 - Artificial Intelligence' ","'Further education' ",50
2007 ,"'I4 - Artificial Intelligence' ","'Grammar' ",25
2007 ,"'I4 - Artificial Intelligence' ","'Independent' ",15
2007 ,"'I4 - Artificial Intelligence' ","'Sixth form college' ",40
2007 ,"'I4 - Artificial Intelligence' ","'State' ",65
2007 ,"'I4 - Artificial Intelligence' ","'Other' ",15
2007 ,"'I9 - Others in Computer Sciences' ","'Academy' ",10
2007 ,"'I9 - Others in Computer Sciences' ","'Grammar' ",5
2007 ,"'I9 - Others in Computer Sciences' ","'Sixth form college' ",5
2007 ,"'I9 - Others in Computer Sciences' ","'State' ",15
2007 ,"'I9 - Others in Computer Sciences' ","'Other' ",5
2007 ,"'II - Combinations in Computer Sciences' ","'Academy' ",575
2007 ,"'II - Combinations in Computer Sciences' ","'Further education' ",690
2007 ,"'II - Combinations in Computer Sciences' ","'Grammar' ",325
2007 ,"'II - Combinations in Computer Sciences' ","'Independent' ",80
2007 ,"'II - Combinations in Computer Sciences' ","'Sixth form college' ",705
2007 ,"'II - Combinations in Computer Sciences' ","'State' ",885
2007 ,"'II - Combinations in Computer Sciences' ","'Other' ",225
2007 ,"'J0 - Technologies: any area of study' ","'State' ",5
2007 ,"'J1 - Minerals Technology' ","'Academy' ",15
2007 ,"'J1 - Minerals Technology' ","'Further education' ",5
2007 ,"'J1 - Minerals Technology' ","'Independent' ",10
2007 ,"'J1 - Minerals Technology' ","'Sixth form college' ",15
2007 ,"'J1 - Minerals Technology' ","'State' ",25
2007 ,"'J2 - Metallurgy' ","'Academy' ",5
2007 ,"'J2 - Metallurgy' ","'State' ",5
2007 ,"'J4 - Polymers and Textiles' ","'Academy' ",45
2007 ,"'J4 - Polymers and Textiles' ","'Further education' ",155
2007 ,"'J4 - Polymers and Textiles' ","'Grammar' ",5
2007 ,"'J4 - Polymers and Textiles' ","'Independent' ",20
2007 ,"'J4 - Polymers and Textiles' ","'Sixth form college' ",100
2007 ,"'J4 - Polymers and Textiles' ","'State' ",100
2007 ,"'J4 - Polymers and Textiles' ","'Other' ",180
2007 ,"'J5 - Materials Technology not otherwise spec' ","'Academy' ",140
2007 ,"'J5 - Materials Technology not otherwise spec' ","'Further education' ",55
2007 ,"'J5 - Materials Technology not otherwise spec' ","'Grammar' ",10
2007 ,"'J5 - Materials Technology not otherwise spec' ","'Independent' ",85
2007 ,"'J5 - Materials Technology not otherwise spec' ","'Sixth form college' ",100
2007 ,"'J5 - Materials Technology not otherwise spec' ","'State' ",110
2007 ,"'J5 - Materials Technology not otherwise spec' ","'Other' ",35
2007 ,"'J6 - Maritime Technology' ","'Academy' ",85
2007 ,"'J6 - Maritime Technology' ","'Further education' ",40
2007 ,"'J6 - Maritime Technology' ","'Grammar' ",10
2007 ,"'J6 - Maritime Technology' ","'Independent' ",75
2007 ,"'J6 - Maritime Technology' ","'Sixth form college' ",40
2007 ,"'J6 - Maritime Technology' ","'State' ",70
2007 ,"'J6 - Maritime Technology' ","'Other' ",10
2007 ,"'J7 - Biotechnology' ","'Academy' ",65
2007 ,"'J7 - Biotechnology' ","'Further education' ",30
2007 ,"'J7 - Biotechnology' ","'Grammar' ",5
2007 ,"'J7 - Biotechnology' ","'Independent' ",40
2007 ,"'J7 - Biotechnology' ","'Sixth form college' ",20
2007 ,"'J7 - Biotechnology' ","'State' ",80
2007 ,"'J7 - Biotechnology' ","'Other' ",15
2007 ,"'J9 - Others in Technology' ","'Academy' ",890
2007 ,"'J9 - Others in Technology' ","'Further education' ",1000
2007 ,"'J9 - Others in Technology' ","'Grammar' ",220
2007 ,"'J9 - Others in Technology' ","'Independent' ",220
2007 ,"'J9 - Others in Technology' ","'Sixth form college' ",915
2007 ,"'J9 - Others in Technology' ","'State' ",1045
2007 ,"'J9 - Others in Technology' ","'Other' ",440
2007 ,"'JJ - Combinations within Technology' ","'Independent' ",5
2007 ,"'K1 - Architecture' ","'Academy' ",3800
2007 ,"'K1 - Architecture' ","'Further education' ",1475
2007 ,"'K1 - Architecture' ","'Grammar' ",1145
2007 ,"'K1 - Architecture' ","'Independent' ",2705
2007 ,"'K1 - Architecture' ","'Sixth form college' ",2425
2007 ,"'K1 - Architecture' ","'State' ",4190
2007 ,"'K1 - Architecture' ","'Other' ",1150
2007 ,"'K2 - Building' ","'Academy' ",2115
2007 ,"'K2 - Building' ","'Further education' ",1805
2007 ,"'K2 - Building' ","'Grammar' ",1400
2007 ,"'K2 - Building' ","'Independent' ",1135
2007 ,"'K2 - Building' ","'Sixth form college' ",1530
2007 ,"'K2 - Building' ","'State' ",3245
2007 ,"'K2 - Building' ","'Other' ",820
2007 ,"'K3 - Landscape & Garden Design' ","'Academy' ",100
2007 ,"'K3 - Landscape & Garden Design' ","'Further education' ",50
2007 ,"'K3 - Landscape & Garden Design' ","'Grammar' ",25
2007 ,"'K3 - Landscape & Garden Design' ","'Independent' ",35
2007 ,"'K3 - Landscape & Garden Design' ","'Sixth form college' ",60
2007 ,"'K3 - Landscape & Garden Design' ","'State' ",95
2007 ,"'K3 - Landscape & Garden Design' ","'Other' ",45
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Academy' ",685
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Further education' ",265
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Grammar' ",485
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Independent' ",700
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Sixth form college' ",325
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'State' ",825
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Other' ",165
2007 ,"'K9 - Others in Architecture,Build & Plan' ","'Academy' ",10
2007 ,"'K9 - Others in Architecture,Build & Plan' ","'Independent' ",5
2007 ,"'K9 - Others in Architecture,Build & Plan' ","'Sixth form college' ",10
2007 ,"'K9 - Others in Architecture,Build & Plan' ","'State' ",10
2007 ,"'K9 - Others in Architecture,Build & Plan' ","'Other' ",5
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'Academy' ",135
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'Further education' ",100
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'Grammar' ",240
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'Independent' ",95
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'Sixth form college' ",85
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'State' ",215
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'Other' ",60
2007 ,"'L0 - Social Studies: any area of study' ","'Academy' ",20
2007 ,"'L0 - Social Studies: any area of study' ","'Further education' ",10
2007 ,"'L0 - Social Studies: any area of study' ","'Sixth form college' ",20
2007 ,"'L0 - Social Studies: any area of study' ","'State' ",20
2007 ,"'L0 - Social Studies: any area of study' ","'Other' ",5
2007 ,"'L1 - Economics' ","'Academy' ",6620
2007 ,"'L1 - Economics' ","'Further education' ",1045
2007 ,"'L1 - Economics' ","'Grammar' ",1170
2007 ,"'L1 - Economics' ","'Independent' ",5755
2007 ,"'L1 - Economics' ","'Sixth form college' ",3605
2007 ,"'L1 - Economics' ","'State' ",4140
2007 ,"'L1 - Economics' ","'Other' ",660
2007 ,"'L2 - Politics' ","'Academy' ",4160
2007 ,"'L2 - Politics' ","'Further education' ",1060
2007 ,"'L2 - Politics' ","'Grammar' ",885
2007 ,"'L2 - Politics' ","'Independent' ",3470
2007 ,"'L2 - Politics' ","'Sixth form college' ",2745
2007 ,"'L2 - Politics' ","'State' ",3705
2007 ,"'L2 - Politics' ","'Other' ",535
2007 ,"'L3 - Sociology' ","'Academy' ",3575
2007 ,"'L3 - Sociology' ","'Further education' ",1675
2007 ,"'L3 - Sociology' ","'Grammar' ",570
2007 ,"'L3 - Sociology' ","'Independent' ",1385
2007 ,"'L3 - Sociology' ","'Sixth form college' ",3585
2007 ,"'L3 - Sociology' ","'State' ",5120
2007 ,"'L3 - Sociology' ","'Other' ",855
2007 ,"'L4 - Social Policy' ","'Academy' ",485
2007 ,"'L4 - Social Policy' ","'Further education' ",550
2007 ,"'L4 - Social Policy' ","'Grammar' ",185
2007 ,"'L4 - Social Policy' ","'Independent' ",140
2007 ,"'L4 - Social Policy' ","'Sixth form college' ",515
2007 ,"'L4 - Social Policy' ","'State' ",875
2007 ,"'L4 - Social Policy' ","'Other' ",250
2007 ,"'L5 - Social Work' ","'Academy' ",2705
2007 ,"'L5 - Social Work' ","'Further education' ",3515
2007 ,"'L5 - Social Work' ","'Grammar' ",980
2007 ,"'L5 - Social Work' ","'Independent' ",225
2007 ,"'L5 - Social Work' ","'Sixth form college' ",4085
2007 ,"'L5 - Social Work' ","'State' ",5725
2007 ,"'L5 - Social Work' ","'Other' ",1580
2007 ,"'L6 - Anthropology' ","'Academy' ",630
2007 ,"'L6 - Anthropology' ","'Further education' ",160
2007 ,"'L6 - Anthropology' ","'Grammar' ",110
2007 ,"'L6 - Anthropology' ","'Independent' ",675
2007 ,"'L6 - Anthropology' ","'Sixth form college' ",340
2007 ,"'L6 - Anthropology' ","'State' ",510
2007 ,"'L6 - Anthropology' ","'Other' ",100
2007 ,"'L7 - Human and Social Geography' ","'Academy' ",3960
2007 ,"'L7 - Human and Social Geography' ","'Further education' ",585
2007 ,"'L7 - Human and Social Geography' ","'Grammar' ",430
2007 ,"'L7 - Human and Social Geography' ","'Independent' ",3525
2007 ,"'L7 - Human and Social Geography' ","'Sixth form college' ",1465
2007 ,"'L7 - Human and Social Geography' ","'State' ",3135
2007 ,"'L7 - Human and Social Geography' ","'Other' ",245
2007 ,"'L9 - Others in Social Studies' ","'Academy' ",375
2007 ,"'L9 - Others in Social Studies' ","'Further education' ",140
2007 ,"'L9 - Others in Social Studies' ","'Grammar' ",65
2007 ,"'L9 - Others in Social Studies' ","'Independent' ",155
2007 ,"'L9 - Others in Social Studies' ","'Sixth form college' ",310
2007 ,"'L9 - Others in Social Studies' ","'State' ",360
2007 ,"'L9 - Others in Social Studies' ","'Other' ",85
2007 ,"'LL - Combinations within Social Studies' ","'Academy' ",2440
2007 ,"'LL - Combinations within Social Studies' ","'Further education' ",810
2007 ,"'LL - Combinations within Social Studies' ","'Grammar' ",420
2007 ,"'LL - Combinations within Social Studies' ","'Independent' ",2380
2007 ,"'LL - Combinations within Social Studies' ","'Sixth form college' ",1600
2007 ,"'LL - Combinations within Social Studies' ","'State' ",2450
2007 ,"'LL - Combinations within Social Studies' ","'Other' ",415
2007 ,"'M1 - Law by Area' ","'Academy' ",13065
2007 ,"'M1 - Law by Area' ","'Further education' ",6875
2007 ,"'M1 - Law by Area' ","'Grammar' ",3675
2007 ,"'M1 - Law by Area' ","'Independent' ",5485
2007 ,"'M1 - Law by Area' ","'Sixth form college' ",15100
2007 ,"'M1 - Law by Area' ","'State' ",14605
2007 ,"'M1 - Law by Area' ","'Other' ",2675
2007 ,"'M2 - Law by Topic' ","'Academy' ",715
2007 ,"'M2 - Law by Topic' ","'Further education' ",600
2007 ,"'M2 - Law by Topic' ","'Grammar' ",75
2007 ,"'M2 - Law by Topic' ","'Independent' ",80
2007 ,"'M2 - Law by Topic' ","'Sixth form college' ",650
2007 ,"'M2 - Law by Topic' ","'State' ",1190
2007 ,"'M2 - Law by Topic' ","'Other' ",225
2007 ,"'M9 - Others in Law' ","'Academy' ",1775
2007 ,"'M9 - Others in Law' ","'Further education' ",1050
2007 ,"'M9 - Others in Law' ","'Grammar' ",645
2007 ,"'M9 - Others in Law' ","'Independent' ",230
2007 ,"'M9 - Others in Law' ","'Sixth form college' ",1565
2007 ,"'M9 - Others in Law' ","'State' ",2365
2007 ,"'M9 - Others in Law' ","'Other' ",445
2007 ,"'MM - Combinations within Law' ","'Academy' ",535
2007 ,"'MM - Combinations within Law' ","'Further education' ",295
2007 ,"'MM - Combinations within Law' ","'Grammar' ",45
2007 ,"'MM - Combinations within Law' ","'Independent' ",85
2007 ,"'MM - Combinations within Law' ","'Sixth form college' ",530
2007 ,"'MM - Combinations within Law' ","'State' ",575
2007 ,"'MM - Combinations within Law' ","'Other' ",130
2007 ,"'N0 - Business & Admin studies: any area' ","'Independent' ",5
2007 ,"'N0 - Business & Admin studies: any area' ","'State' ",5
2007 ,"'N1 - Business studies' ","'Academy' ",7350
2007 ,"'N1 - Business studies' ","'Further education' ",4065
2007 ,"'N1 - Business studies' ","'Grammar' ",1375
2007 ,"'N1 - Business studies' ","'Independent' ",3505
2007 ,"'N1 - Business studies' ","'Sixth form college' ",6580
2007 ,"'N1 - Business studies' ","'State' ",10570
2007 ,"'N1 - Business studies' ","'Other' ",1610
2007 ,"'N2 - Management studies' ","'Academy' ",8535
2007 ,"'N2 - Management studies' ","'Further education' ",3535
2007 ,"'N2 - Management studies' ","'Grammar' ",1045
2007 ,"'N2 - Management studies' ","'Independent' ",6905
2007 ,"'N2 - Management studies' ","'Sixth form college' ",6145
2007 ,"'N2 - Management studies' ","'State' ",8150
2007 ,"'N2 - Management studies' ","'Other' ",1745
2007 ,"'N3 - Finance' ","'Academy' ",625
2007 ,"'N3 - Finance' ","'Further education' ",300
2007 ,"'N3 - Finance' ","'Grammar' ",555
2007 ,"'N3 - Finance' ","'Independent' ",355
2007 ,"'N3 - Finance' ","'Sixth form college' ",500
2007 ,"'N3 - Finance' ","'State' ",740
2007 ,"'N3 - Finance' ","'Other' ",135
2007 ,"'N4 - Accounting' ","'Academy' ",3770
2007 ,"'N4 - Accounting' ","'Further education' ",2315
2007 ,"'N4 - Accounting' ","'Grammar' ",1280
2007 ,"'N4 - Accounting' ","'Independent' ",1160
2007 ,"'N4 - Accounting' ","'Sixth form college' ",3940
2007 ,"'N4 - Accounting' ","'State' ",5675
2007 ,"'N4 - Accounting' ","'Other' ",845
2007 ,"'N5 - Marketing' ","'Academy' ",3320
2007 ,"'N5 - Marketing' ","'Further education' ",1560
2007 ,"'N5 - Marketing' ","'Grammar' ",470
2007 ,"'N5 - Marketing' ","'Independent' ",1165
2007 ,"'N5 - Marketing' ","'Sixth form college' ",2695
2007 ,"'N5 - Marketing' ","'State' ",3505
2007 ,"'N5 - Marketing' ","'Other' ",875
2007 ,"'N6 - Human Resource Management' ","'Academy' ",385
2007 ,"'N6 - Human Resource Management' ","'Further education' ",285
2007 ,"'N6 - Human Resource Management' ","'Grammar' ",170
2007 ,"'N6 - Human Resource Management' ","'Independent' ",95
2007 ,"'N6 - Human Resource Management' ","'Sixth form college' ",340
2007 ,"'N6 - Human Resource Management' ","'State' ",725
2007 ,"'N6 - Human Resource Management' ","'Other' ",110
2007 ,"'N7 - Office Skills' ","'Academy' ",5
2007 ,"'N7 - Office Skills' ","'Further education' ",5
2007 ,"'N7 - Office Skills' ","'Sixth form college' ",10
2007 ,"'N7 - Office Skills' ","'State' ",10
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Academy' ",4605
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Further education' ",3905
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Grammar' ",570
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Independent' ",1830
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Sixth form college' ",4430
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'State' ",5800
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Other' ",1720
2007 ,"'N9 - Others in Business & Admin Studies' ","'Academy' ",235
2007 ,"'N9 - Others in Business & Admin Studies' ","'Further education' ",210
2007 ,"'N9 - Others in Business & Admin Studies' ","'Grammar' ",95
2007 ,"'N9 - Others in Business & Admin Studies' ","'Independent' ",100
2007 ,"'N9 - Others in Business & Admin Studies' ","'Sixth form college' ",255
2007 ,"'N9 - Others in Business & Admin Studies' ","'State' ",380
2007 ,"'N9 - Others in Business & Admin Studies' ","'Other' ",65
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Academy' ",8840
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Further education' ",4480
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Grammar' ",1045
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Independent' ",3710
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Sixth form college' ",7375
2007 ,"'NN - Combinations within Business & Admin Studies' ","'State' ",10075
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Other' ",1865
2007 ,"'P1 - Information Services' ","'Academy' ",55
2007 ,"'P1 - Information Services' ","'Further education' ",20
2007 ,"'P1 - Information Services' ","'Independent' ",30
2007 ,"'P1 - Information Services' ","'Sixth form college' ",60
2007 ,"'P1 - Information Services' ","'State' ",50
2007 ,"'P1 - Information Services' ","'Other' ",10
2007 ,"'P2 - Publicity studies' ","'Academy' ",280
2007 ,"'P2 - Publicity studies' ","'Further education' ",210
2007 ,"'P2 - Publicity studies' ","'Grammar' ",130
2007 ,"'P2 - Publicity studies' ","'Independent' ",90
2007 ,"'P2 - Publicity studies' ","'Sixth form college' ",275
2007 ,"'P2 - Publicity studies' ","'State' ",230
2007 ,"'P2 - Publicity studies' ","'Other' ",95
2007 ,"'P3 - Media studies' ","'Academy' ",4045
2007 ,"'P3 - Media studies' ","'Further education' ",3100
2007 ,"'P3 - Media studies' ","'Grammar' ",445
2007 ,"'P3 - Media studies' ","'Independent' ",685
2007 ,"'P3 - Media studies' ","'Sixth form college' ",4885
2007 ,"'P3 - Media studies' ","'State' ",4830
2007 ,"'P3 - Media studies' ","'Other' ",1420
2007 ,"'P4 - Publishing' ","'Academy' ",35
2007 ,"'P4 - Publishing' ","'Further education' ",25
2007 ,"'P4 - Publishing' ","'Independent' ",15
2007 ,"'P4 - Publishing' ","'Sixth form college' ",20
2007 ,"'P4 - Publishing' ","'State' ",40
2007 ,"'P4 - Publishing' ","'Other' ",15
2007 ,"'P5 - Journalism' ","'Academy' ",2195
2007 ,"'P5 - Journalism' ","'Further education' ",1270
2007 ,"'P5 - Journalism' ","'Grammar' ",175
2007 ,"'P5 - Journalism' ","'Independent' ",315
2007 ,"'P5 - Journalism' ","'Sixth form college' ",2165
2007 ,"'P5 - Journalism' ","'State' ",2420
2007 ,"'P5 - Journalism' ","'Other' ",535
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Academy' ",490
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Further education' ",315
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Grammar' ",240
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Independent' ",215
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Sixth form college' ",475
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'State' ",675
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Other' ",145
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Academy' ",1060
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Further education' ",780
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Grammar' ",135
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Independent' ",175
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Sixth form college' ",1155
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'State' ",1370
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Other' ",340
2007 ,"'Q1 - Linguistics' ","'Academy' ",390
2007 ,"'Q1 - Linguistics' ","'Further education' ",105
2007 ,"'Q1 - Linguistics' ","'Grammar' ",120
2007 ,"'Q1 - Linguistics' ","'Independent' ",105
2007 ,"'Q1 - Linguistics' ","'Sixth form college' ",355
2007 ,"'Q1 - Linguistics' ","'State' ",325
2007 ,"'Q1 - Linguistics' ","'Other' ",50
2007 ,"'Q2 - Comparative Literary studies' ","'Academy' ",115
2007 ,"'Q2 - Comparative Literary studies' ","'Further education' ",30
2007 ,"'Q2 - Comparative Literary studies' ","'Grammar' ",10
2007 ,"'Q2 - Comparative Literary studies' ","'Independent' ",20
2007 ,"'Q2 - Comparative Literary studies' ","'Sixth form college' ",95
2007 ,"'Q2 - Comparative Literary studies' ","'State' ",115
2007 ,"'Q2 - Comparative Literary studies' ","'Other' ",30
2007 ,"'Q3 - English studies' ","'Academy' ",12435
2007 ,"'Q3 - English studies' ","'Further education' ",2950
2007 ,"'Q3 - English studies' ","'Grammar' ",1910
2007 ,"'Q3 - English studies' ","'Independent' ",7530
2007 ,"'Q3 - English studies' ","'Sixth form college' ",8400
2007 ,"'Q3 - English studies' ","'State' ",11060
2007 ,"'Q3 - English studies' ","'Other' ",1450
2007 ,"'Q4 - Ancient Language studies' ","'Academy' ",5
2007 ,"'Q4 - Ancient Language studies' ","'Independent' ",10
2007 ,"'Q4 - Ancient Language studies' ","'Sixth form college' ",5
2007 ,"'Q4 - Ancient Language studies' ","'State' ",5
